board_name,board_website,board_phone,board_email,agency_affiliation,agency_url,picture_url,bio,city,name,term_end,position,party
South Dakota Retirement System,https://sdrs.sd.gov/,605-773-3731,sdrsweblink@state.sd.us,South Dakota Retirement System,https://sdrs.sd.gov/,http://boardsandcommissions.sd.gov/bcuploads/JamesAppl.jpg,,Aberdeen,James Appl,2025-06-30,Teacher Representative,
South Dakota Retirement System,https://sdrs.sd.gov/,605-773-3731,sdrsweblink@state.sd.us,South Dakota Retirement System,https://sdrs.sd.gov/,https://boardsandcommissions.sd.gov/bcuploads/Brant.jpg,,Rapid City,Annette Brant,2024-06-30,County Employee Representative,
South Dakota Retirement System,https://sdrs.sd.gov/,605-773-3731,sdrsweblink@state.sd.us,South Dakota Retirement System,https://sdrs.sd.gov/,https://boardsandcommissions.sd.gov/bcuploads/brunken.jpg,,Sioux Falls,Penny Brunken,2026-06-30,Teacher Representative,
South Dakota Retirement System,https://sdrs.sd.gov/,605-773-3731,sdrsweblink@state.sd.us,South Dakota Retirement System,https://sdrs.sd.gov/,http://boardsandcommissions.sd.gov/bcuploads/mattclark0.jpg,,Sioux Falls,Matt Clark,,Investment Council Representative,
South Dakota Retirement System,https://sdrs.sd.gov/,605-773-3731,sdrsweblink@state.sd.us,South Dakota Retirement System,https://sdrs.sd.gov/,http://boardsandcommissions.sd.gov/bcuploads/kathryngreeneway-web.jpg,,Yankton,Kathy Greeneway,2024-06-30,School Board Representative,
South Dakota Retirement System,https://sdrs.sd.gov/,605-773-3731,sdrsweblink@state.sd.us,South Dakota Retirement System,https://sdrs.sd.gov/,https://boardsandcommissions.sd.gov/bcuploads/LaJena%20Gruis.jpg,,Onida,LaJena Gruis,2027-06-30,Elected Municipal Officials Representative,
South Dakota Retirement System,https://sdrs.sd.gov/,605-773-3731,sdrsweblink@state.sd.us,South Dakota Retirement System,https://sdrs.sd.gov/,https://boardsandcommissions.sd.gov/bcuploads/myronjohnson.jpg,,Watertown,Myron Johnson,2027-06-30,County Commissioners Representative,
South Dakota Retirement System,https://sdrs.sd.gov/,605-773-3731,sdrsweblink@state.sd.us,South Dakota Retirement System,https://sdrs.sd.gov/,https://boardsandcommissions.sd.gov/bcuploads/Lenards.jpg,,Watertown,Jill Lenards,2025-06-30,State Employee Representative,
South Dakota Retirement System,https://sdrs.sd.gov/,605-773-3731,sdrsweblink@state.sd.us,South Dakota Retirement System,https://sdrs.sd.gov/,https://boardsandcommissions.sd.gov/bcuploads/kevinmerrill2.jpg,,Pierre,Kevin Merrill,2026-06-30,Classified Employee Representative,
South Dakota Retirement System,https://sdrs.sd.gov/,605-773-3731,sdrsweblink@state.sd.us,South Dakota Retirement System,https://sdrs.sd.gov/,https://boardsandcommissions.sd.gov/bcuploads/Henry%20Prim.jpg,,Pierre,Henry Prim,2027-06-30,Public Safety Employee Representative,
South Dakota Retirement System,https://sdrs.sd.gov/,605-773-3731,sdrsweblink@state.sd.us,South Dakota Retirement System,https://sdrs.sd.gov/,https://boardsandcommissions.sd.gov/bcuploads/MarkSalter-web2.jpg,,Sioux Falls,Mark Salter,2027-06-30,"Judges, Justices, and Magistrate Judges Representative",
South Dakota Retirement System,https://sdrs.sd.gov/,605-773-3731,sdrsweblink@state.sd.us,South Dakota Retirement System,https://sdrs.sd.gov/,https://boardsandcommissions.sd.gov/bcuploads/Seeley.jpg,,Pierre,Darin Seeley,,Governor's Appointee,
South Dakota Retirement System,https://sdrs.sd.gov/,605-773-3731,sdrsweblink@state.sd.us,South Dakota Retirement System,https://sdrs.sd.gov/,https://boardsandcommissions.sd.gov/bcuploads/David%20Smith.jpg,,Sturgis,David Smith,2027-06-30,Municipal Employee Representative,
South Dakota Retirement System,https://sdrs.sd.gov/,605-773-3731,sdrsweblink@state.sd.us,South Dakota Retirement System,https://sdrs.sd.gov/,https://boardsandcommissions.sd.gov/bcuploads/stroeder.jpg,,Glenham,Eric Stroeder,2024-06-30,State Employee Representative,
South Dakota Retirement System,https://sdrs.sd.gov/,605-773-3731,sdrsweblink@state.sd.us,South Dakota Retirement System,https://sdrs.sd.gov/,https://boardsandcommissions.sd.gov/bcuploads/JimTerwilliger.jpg,,Pierre,James Terwilliger,,Governor's Appointee,
South Dakota Retirement System,https://sdrs.sd.gov/,605-773-3731,sdrsweblink@state.sd.us,South Dakota Retirement System,https://sdrs.sd.gov/,https://boardsandcommissions.sd.gov/bcuploads/Wesley%20Tschetter.jpg,,Brookings,Wesley Tschetter,2027-06-30,Retiree Representative,
South Dakota Retirement System,https://sdrs.sd.gov/,605-773-3731,sdrsweblink@state.sd.us,South Dakota Retirement System,https://sdrs.sd.gov/,https://boardsandcommissions.sd.gov/bcuploads/Wermedal.jpg,,Volga,Douglas Wermedal,2024-06-30,Board of Regents Representative,
America 250th South Dakota Commission,https://history.sd.gov/America250/default.aspx,,,Department of Education,,https://boardsandcommissions.sd.gov/bcuploads/Besch%20March%202022%20crop%20small.jpg,"Peggy Besch serves as the State Fair Division Direction for the South Dakota Department of Agriculture and Natural Resources, a position she has held for the past eight years. Prior to that, she spent 23 years with the Huron Chamber and Visitors Bureau and served the last 14 years as their President and CEO. She is a Past President and founding member of the SD Convention & Visitors Bureau and Past President of the SD Chamber & Economic Development Council. She also served on the Board of Directors for the South Dakota Visitor Industry Alliance, Glacial Lakes and Prairies Regional Tourism Association, Laura Ingalls Wilder Memorial Society and Mid-America Chamber Executives. She currently serves on the Board of Directors for both Greater Huron Development Corporation and the Jan Manolis Family Safe Center and is a member of the Huron Kiwanis Club. Peggy lives in Huron, SD.",Huron,Peggy Besch,2027-03-31,,
America 250th South Dakota Commission,https://history.sd.gov/America250/default.aspx,,,Department of Education,,https://boardsandcommissions.sd.gov/bcuploads/GFP_Headshots_2023-2.jpg,"Nick is the Communications Manager for the South Dakota Game, Fish and Parks (GFP) in Pierre. Nick is originally from Gretna, Nebraska and attended South Dakota State University, where he obtained a bachelor’s degree in Wildlife and Fisheries Sciences. Nick moved to Pierre in September 2018, and has been working with GFP since then. Nick is a graduate of Cohort 15 of the Governor’s Leadership Development Program. His family continues to reside in Nebraska, including his three adopted siblings: Erin, Aiden, and Malachi.",Pierre,Nick Harrington,2027-03-31,,
America 250th South Dakota Commission,https://history.sd.gov/America250/default.aspx,,,Department of Education,,,,Pierre,Benjamin Jones,2027-03-31,Chair,
"Developmental Disabilities, SD Council on,",http://dhs.sd.gov/ddc/,605-773-6369,Arlene.Poncelet@state.sd.us,Department of Human Services,http://dhs.sd.gov/,,,Redfield,Barb Abeln,,"Director, S.D.Development Center",
"Developmental Disabilities, SD Council on,",http://dhs.sd.gov/ddc/,605-773-6369,Arlene.Poncelet@state.sd.us,Department of Human Services,http://dhs.sd.gov/,,,Brookings,Katie Armstrong,2025-06-30,Individual w/ Developmental Disability (DD),
"Developmental Disabilities, SD Council on,",http://dhs.sd.gov/ddc/,605-773-6369,Arlene.Poncelet@state.sd.us,Department of Human Services,http://dhs.sd.gov/,,,Sioux Falls,Robert Blechinger,2025-06-30,Individual w/ Developmental Disability (DD),
"Developmental Disabilities, SD Council on,",http://dhs.sd.gov/ddc/,605-773-6369,Arlene.Poncelet@state.sd.us,Department of Human Services,http://dhs.sd.gov/,,,Sioux Falls,Melanie Boetel,,DSS/Division of Behavioral Health,
"Developmental Disabilities, SD Council on,",http://dhs.sd.gov/ddc/,605-773-6369,Arlene.Poncelet@state.sd.us,Department of Human Services,http://dhs.sd.gov/,,,Canton,Joe Carlson,2025-06-30,Parent/ Guardian of a Child w/ Developmental Disability (DD),
"Developmental Disabilities, SD Council on,",http://dhs.sd.gov/ddc/,605-773-6369,Arlene.Poncelet@state.sd.us,Department of Human Services,http://dhs.sd.gov/,,,St. Onge,Toni Feist,2023-06-30,Individual w/ Developmental Disability (DD),
"Developmental Disabilities, SD Council on,",http://dhs.sd.gov/ddc/,605-773-6369,Arlene.Poncelet@state.sd.us,Department of Human Services,http://dhs.sd.gov/,,,Pierre,Bernie Grimme,,"Director, Division of Rehabilitation Services-Designee",
"Developmental Disabilities, SD Council on,",http://dhs.sd.gov/ddc/,605-773-6369,Arlene.Poncelet@state.sd.us,Department of Human Services,http://dhs.sd.gov/,,,Brandon,Valerie Husby,2026-06-30,Parent / Guardian of Adult w/ Developmental Disability (DD),
"Developmental Disabilities, SD Council on,",http://dhs.sd.gov/ddc/,605-773-6369,Arlene.Poncelet@state.sd.us,Department of Human Services,http://dhs.sd.gov/,,,Pierre,Samantha Hynes,,Designee for the Secretary-Dept. of Health,
"Developmental Disabilities, SD Council on,",http://dhs.sd.gov/ddc/,605-773-6369,Arlene.Poncelet@state.sd.us,Department of Human Services,http://dhs.sd.gov/,,,Aberdeen,Caryn Johnson,2024-06-30,Individual w/ Developmental Disability (DD),
"Developmental Disabilities, SD Council on,",http://dhs.sd.gov/ddc/,605-773-6369,Arlene.Poncelet@state.sd.us,Department of Human Services,http://dhs.sd.gov/,,,Tyndall,Tania Kostal,2026-06-30,Parent/ Guardian of Adult w/ Developmental Disability (DD),
"Developmental Disabilities, SD Council on,",http://dhs.sd.gov/ddc/,605-773-6369,Arlene.Poncelet@state.sd.us,Department of Human Services,http://dhs.sd.gov/,,,Brookings,Jessica Kuechenmeister,2024-06-30,Parent / Guardian of Adult w/ Developmental Disability (DD),
"Developmental Disabilities, SD Council on,",http://dhs.sd.gov/ddc/,605-773-6369,Arlene.Poncelet@state.sd.us,Department of Human Services,http://dhs.sd.gov/,,,Sioux Falls,Eric Kurtz,,"Director, USD Center for Disabilities",
"Developmental Disabilities, SD Council on,",http://dhs.sd.gov/ddc/,605-773-6369,Arlene.Poncelet@state.sd.us,Department of Human Services,http://dhs.sd.gov/,,,Highmore,James Macris,2025-06-30,Individual w/ Developmental Disability (DD),
"Developmental Disabilities, SD Council on,",http://dhs.sd.gov/ddc/,605-773-6369,Arlene.Poncelet@state.sd.us,Department of Human Services,http://dhs.sd.gov/,,,Rapid City,Julie Nelson,2024-06-30,Parent / Guardian of Adult w/ Developmental Disability (DD),
"Developmental Disabilities, SD Council on,",http://dhs.sd.gov/ddc/,605-773-6369,Arlene.Poncelet@state.sd.us,Department of Human Services,http://dhs.sd.gov/,,,Pierre,Shawnie Rechtenbaugh,,Designee for the Director of Long Term Services and Support,
"Developmental Disabilities, SD Council on,",http://dhs.sd.gov/ddc/,605-773-6369,Arlene.Poncelet@state.sd.us,Department of Human Services,http://dhs.sd.gov/,,,Big Stone City,Keath Rick,2025-06-30,Parent / Guardian of Adult w/ Developmental Disability (DD),
"Developmental Disabilities, SD Council on,",http://dhs.sd.gov/ddc/,605-773-6369,Arlene.Poncelet@state.sd.us,Department of Human Services,http://dhs.sd.gov/,,,Sioux Falls,Brenda Smith,2024-06-30,Parent/Guardian of an Adult with IDD,
"Developmental Disabilities, SD Council on,",http://dhs.sd.gov/ddc/,605-773-6369,Arlene.Poncelet@state.sd.us,Department of Human Services,http://dhs.sd.gov/,,,Spearfish,Elizabeth Tiger,2023-06-30,Parent/Guardian of a child with developmental disabilites (DD),
"Developmental Disabilities, SD Council on,",http://dhs.sd.gov/ddc/,605-773-6369,Arlene.Poncelet@state.sd.us,Department of Human Services,http://dhs.sd.gov/,,,Pierre,Wendy Trujillo,,Director or Designee of Special Education Programs,
"Developmental Disabilities, SD Council on,",http://dhs.sd.gov/ddc/,605-773-6369,Arlene.Poncelet@state.sd.us,Department of Human Services,http://dhs.sd.gov/,,,Kyle,Tina Two Crow-Slow Bear,2024-06-30,Parent of child w/Developmental Disability (DD),
"Developmental Disabilities, SD Council on,",http://dhs.sd.gov/ddc/,605-773-6369,Arlene.Poncelet@state.sd.us,Department of Human Services,http://dhs.sd.gov/,,,Pierre,Cole Uecker,,"Director, Disability Rights South Dakota",
"Developmental Disabilities, SD Council on,",http://dhs.sd.gov/ddc/,605-773-6369,Arlene.Poncelet@state.sd.us,Department of Human Services,http://dhs.sd.gov/,,,Pierre,Sara Valle,2025-06-30,Parent of Child w/ Developmental Disability (DD),
"Developmental Disabilities, SD Council on,",http://dhs.sd.gov/ddc/,605-773-6369,Arlene.Poncelet@state.sd.us,Department of Human Services,http://dhs.sd.gov/,,,Sioux Falls,Melanie Westin,2026-06-30,Representative of Community Based Service Providers,
"Developmental Disabilities, SD Council on,",http://dhs.sd.gov/ddc/,605-773-6369,Arlene.Poncelet@state.sd.us,Department of Human Services,http://dhs.sd.gov/,,,Rapid City,Joey Younie,,"Director, DHS Division of Developmental Disabilities",
"Social Services, Board of",http://dss.sd.gov/,605-773-3165 ,DSSBoards&Commissions@state.sd.us,Department of Social Services,http://dss.sd.gov/,,,,Elton Blemaster,2023-10-30,Board Member,Republican
"Social Services, Board of",http://dss.sd.gov/,605-773-3165 ,DSSBoards&Commissions@state.sd.us,Department of Social Services,http://dss.sd.gov/,,,Fort Pierre,Sandy Diegel,2024-10-30,Board Member,Republican
"Social Services, Board of",http://dss.sd.gov/,605-773-3165 ,DSSBoards&Commissions@state.sd.us,Department of Social Services,http://dss.sd.gov/,,,Martin,Cecilia Fire Thunder,2023-10-30,Board Member,Democrat
"Social Services, Board of",http://dss.sd.gov/,605-773-3165 ,DSSBoards&Commissions@state.sd.us,Department of Social Services,http://dss.sd.gov/,,,,Howard Grinager,2024-10-30,Board Member,Democrat
"Social Services, Board of",http://dss.sd.gov/,605-773-3165 ,DSSBoards&Commissions@state.sd.us,Department of Social Services,http://dss.sd.gov/,,,Yankton,Karen Michels,2024-10-30,Board Member,Republican
"Social Services, Board of",http://dss.sd.gov/,605-773-3165 ,DSSBoards&Commissions@state.sd.us,Department of Social Services,http://dss.sd.gov/,,,Sioux Falls,Stacey Tieszen,2024-10-30,Board Member,Independant
"Social Services, Board of",http://dss.sd.gov/,605-773-3165 ,DSSBoards&Commissions@state.sd.us,Department of Social Services,http://dss.sd.gov/,,,Pierre,Colleen Winter,2023-10-30,Board Member,Republican
"Historical Society Board of Trustees, State of South Dakota",http://history.sd.gov/aboutus/trustees.aspx,605-773-3458,Jamie.Patton@state.sd.us,Department of Education,http://doe.sd.gov/,,,,VACANT,2027-04-01,At Large (Appointed),N/A
"Historical Society Board of Trustees, State of South Dakota",http://history.sd.gov/aboutus/trustees.aspx,605-773-3458,Jamie.Patton@state.sd.us,Department of Education,http://doe.sd.gov/,,,Rapid City,Michelle L. Dennis,2025-04-15,Architectural Historian,Republican
"Historical Society Board of Trustees, State of South Dakota",http://history.sd.gov/aboutus/trustees.aspx,605-773-3458,Jamie.Patton@state.sd.us,Department of Education,http://doe.sd.gov/,,,Elk Point,John Fowler,2025-04-15,At-Large (Appointed),Independant
"Historical Society Board of Trustees, State of South Dakota",http://history.sd.gov/aboutus/trustees.aspx,605-773-3458,Jamie.Patton@state.sd.us,Department of Education,http://doe.sd.gov/,https://boardsandcommissions.sd.gov/bcuploads/Tom.jpg,,Sioux Falls,Tom Hurlbert,2025-04-15,Architect (Appointed),Independant
"Historical Society Board of Trustees, State of South Dakota",http://history.sd.gov/aboutus/trustees.aspx,605-773-3458,Jamie.Patton@state.sd.us,Department of Education,http://doe.sd.gov/,https://boardsandcommissions.sd.gov/bcuploads/Ben%20Jones.jpg,,Pierre,Benjamin F. Jones,,State Historian & Director (Ex Officio Member),Republican
"Historical Society Board of Trustees, State of South Dakota",http://history.sd.gov/aboutus/trustees.aspx,605-773-3458,Jamie.Patton@state.sd.us,Department of Education,http://doe.sd.gov/,,,Vermillion,Billie Kingfisher Jr.,2024-04-15,Historian (Appointed),Independant
"Historical Society Board of Trustees, State of South Dakota",http://history.sd.gov/aboutus/trustees.aspx,605-773-3458,Jamie.Patton@state.sd.us,Department of Education,http://doe.sd.gov/,,,Sioux Falls,Robert Kolbe,2026-04-15,At-Large,Republican
"Historical Society Board of Trustees, State of South Dakota",http://history.sd.gov/aboutus/trustees.aspx,605-773-3458,Jamie.Patton@state.sd.us,Department of Education,http://doe.sd.gov/,https://boardsandcommissions.sd.gov/bcuploads/David%20Patterson.jpg,,Brookings,David Patterson,2025-04-15,Professional Archivist,Republican
"Historical Society Board of Trustees, State of South Dakota",http://history.sd.gov/aboutus/trustees.aspx,605-773-3458,Jamie.Patton@state.sd.us,Department of Education,http://doe.sd.gov/,,,Deadwood,William Pearson,2024-04-15,At Large (Appointed),Republican
"Historical Society Board of Trustees, State of South Dakota",http://history.sd.gov/aboutus/trustees.aspx,605-773-3458,Jamie.Patton@state.sd.us,Department of Education,http://doe.sd.gov/,https://boardsandcommissions.sd.gov/bcuploads/Lura%20Roti.JPG,,Sioux Falls,Lura Roti,2025-04-15,At Large,Republican
