board_name,agency_affiliation,name,position,city,term_end,party,picture_url,bio,board_website,board_phone,board_email,agency_website
Project Prison Reset,Office of the Governor,Tony Venhuizen,Chair,"Sioux Falls, SD",2026-01-01,,,,,605-773-2807,allison.haines@state.sd.us,
"Psychologists Examiners, Board of",Department of Social Services,Brian Roegiers,Lay Member,Sioux Falls,2026-10-30,,,,https://dss.sd.gov/licensingboards/psych/psych.aspx,605-642-1600 ,proflic@rushmore.com,https://dss.sd.gov/licensingboards/psych/psych.aspx
"Psychologists Examiners, Board of",Department of Social Services,Dr. Matthew Christiansen,Psychologist Ph.D.,Mitchell,2025-10-30,,,,https://dss.sd.gov/licensingboards/psych/psych.aspx,605-642-1600 ,proflic@rushmore.com,https://dss.sd.gov/licensingboards/psych/psych.aspx
"Psychologists Examiners, Board of",Department of Social Services,Dr. Thomas Stanage,Psychologist Ph.D.,Yankton,2026-10-30,,,,https://dss.sd.gov/licensingboards/psych/psych.aspx,605-642-1600 ,proflic@rushmore.com,https://dss.sd.gov/licensingboards/psych/psych.aspx
"Psychologists Examiners, Board of",Department of Social Services,Dr. Trisha Miller,Psychologist Ph.D.,Rapid City,2025-10-30,,,,https://dss.sd.gov/licensingboards/psych/psych.aspx,605-642-1600 ,proflic@rushmore.com,https://dss.sd.gov/licensingboards/psych/psych.aspx
"Psychologists Examiners, Board of",Department of Social Services,Justine Ashokar,Psychologist Ph.D.,Rapid City,2027-12-30,,,,https://dss.sd.gov/licensingboards/psych/psych.aspx,605-642-1600 ,proflic@rushmore.com,https://dss.sd.gov/licensingboards/psych/psych.aspx
"Psychologists Examiners, Board of",Department of Social Services,Rosalie Ball,Psychologist Ph.D.,Bath,2026-10-30,,,,https://dss.sd.gov/licensingboards/psych/psych.aspx,605-642-1600 ,proflic@rushmore.com,https://dss.sd.gov/licensingboards/psych/psych.aspx
"Psychologists Examiners, Board of",Department of Social Services,Terrance Dosch,Lay Member,Pierre,2026-10-30,,,,https://dss.sd.gov/licensingboards/psych/psych.aspx,605-642-1600 ,proflic@rushmore.com,https://dss.sd.gov/licensingboards/psych/psych.aspx
Public Deposit Protection Commission,Department of Labor and Regulation,Bret Afdahl,Director of Banking,Pierre,,,,,http://dlr.sd.gov/,,,http://dlr.sd.gov/
Public Deposit Protection Commission,Department of Labor and Regulation,Josh Haeder,South Dakota State Treasurer,Pierre,,,,,http://dlr.sd.gov/,,,http://dlr.sd.gov/
Public Safety Communications Council,Bureau of Information and Telecommunications,Andy Barth,Federal Government,Rapid City,2022-06-30,,,"US Forestry Service, Black Hills",inc/sdpscc.sd.gov,,,http://bit.sd.gov/
Public Safety Communications Council,Bureau of Information and Telecommunications,Brent Long,South Dakota Emergency Medical Technicians Association,Rapid City,2025-06-30,,,EMS Association and employee of Rapid City Fire Department,inc/sdpscc.sd.gov,,,http://bit.sd.gov/
Public Safety Communications Council,Bureau of Information and Telecommunications,Bruce Nachtigall,"Game, Fish and Parks (GFP)",Rapid City,,,,,inc/sdpscc.sd.gov,,,http://bit.sd.gov/
Public Safety Communications Council,Bureau of Information and Telecommunications,Chad Mosteller,Division of Criminal Investigation (DCI),Pierre,,,,,inc/sdpscc.sd.gov,,,http://bit.sd.gov/
Public Safety Communications Council,Bureau of Information and Telecommunications,Charlie Kludt,South Dakota Fire Fighters Association,Viborg,2021-06-30,,,"President, SD Firefighters",inc/sdpscc.sd.gov,,,http://bit.sd.gov/
Public Safety Communications Council,Bureau of Information and Telecommunications,Chuck Kevghas,South Dakota Department of Health Representative,Pierre,,,,,inc/sdpscc.sd.gov,,,http://bit.sd.gov/
Public Safety Communications Council,Bureau of Information and Telecommunications,David Goodwin,South Dakota National Guard,Rapid City,,,,,inc/sdpscc.sd.gov,,,http://bit.sd.gov/
Public Safety Communications Council,Bureau of Information and Telecommunications,David Kull,SD House of Representatives,Brandon,,,,SD Legislator,inc/sdpscc.sd.gov,,,http://bit.sd.gov/
Public Safety Communications Council,Bureau of Information and Telecommunications,Garrett Wellman,South Dakota Department of Public Safety,Pierre,,,,,inc/sdpscc.sd.gov,,,http://bit.sd.gov/
Public Safety Communications Council,Bureau of Information and Telecommunications,Gary Jaeger,South Dakota Association of County Commissioners,Clear Lake,2025-06-30,,,Deuel County Commissioner,inc/sdpscc.sd.gov,,,http://bit.sd.gov/
Public Safety Communications Council,Bureau of Information and Telecommunications,Jason Jones,Police Chiefs Association,Pierre,2025-06-30,,,Pierre Police Chief,inc/sdpscc.sd.gov,,,http://bit.sd.gov/
Public Safety Communications Council,Bureau of Information and Telecommunications,Jim Pearson,Tribal Government,Sisseton,2025-06-30,,,SWST Emergency Manager,inc/sdpscc.sd.gov,,,http://bit.sd.gov/
Public Safety Communications Council,Bureau of Information and Telecommunications,John Wiik,SD Senate,Big Stone City,2024-06-30,,,Senate representative,inc/sdpscc.sd.gov,,,http://bit.sd.gov/
Public Safety Communications Council,Bureau of Information and Telecommunications,Kevin Karley,South Dakota APCO/NENA Chapter,Rapid City,2025-06-30,,,,inc/sdpscc.sd.gov,,,http://bit.sd.gov/
Public Safety Communications Council,Bureau of Information and Telecommunications,Maria King,911 Coordinator,Pierre,,,,State 911 Coordinator,inc/sdpscc.sd.gov,,,http://bit.sd.gov/
Public Safety Communications Council,Bureau of Information and Telecommunications,Pat Harrington,Emergency Management Representative,Armour,2025-06-30,,,Douglas County Emergency Manager,inc/sdpscc.sd.gov,,,http://bit.sd.gov/
Public Safety Communications Council,Bureau of Information and Telecommunications,Ray Black,Wildland Fire Division,Rapid City,,,,,inc/sdpscc.sd.gov,,,http://bit.sd.gov/
Public Safety Communications Council,Bureau of Information and Telecommunications,Steve Swenson,South Dakota Sheriff's Association,Canton,2025-06-30,,,,inc/sdpscc.sd.gov,,,http://bit.sd.gov/
Public Safety Communications Council,Bureau of Information and Telecommunications,Tim Rave,South Dakota Association of Healthcare Organizations,Sioux Falls,2025-06-30,,,,inc/sdpscc.sd.gov,,,http://bit.sd.gov/
Public Safety Communications Council,Bureau of Information and Telecommunications,Trent Nincehelser,Bureau of Information & Telecommunications (BIT),Pierre,,,,,inc/sdpscc.sd.gov,,,http://bit.sd.gov/
Public Safety Communications Council,Bureau of Information and Telecommunications,Vacant,South Dakota Department of Transportation (DOT),Pierre,,,,,inc/sdpscc.sd.gov,,,http://bit.sd.gov/
Public Utilities Commission,Public Utilities Commission,Chris Nelson,Commissioner,,2029-01-02,,https://boardsandcommissions.sd.gov/bcuploads/2021ChrisNelson.jpg,"Chris Nelson was appointed Jan. 8, 2011, by Gov. Dennis Daugaard to fill a vacancy on the commission and was elected by South Dakota voters in November 2012 to continue his service for the remaining four years of the term. He was re-elected to a full term in November 2016, garnering the highest electoral percentage ever for a contested statewide race, and was again re-elected by a statewide vote in 2022. Chris served as the PUC's chairman in 2012, 2015, 2016 2021 and 2022 and as vice chairman in 2011, 2013, 2014, 2019 and 2020. He is a member of the National Association of Regulatory Utility Commissioners serving on its Board of Directors, co-chairing the Washington Action Program, is a member of its Investment Committee and is a past chairman of its Committee on Telecommunications. Chris represents South Dakota as a board member for the Organization of MISO States.",http://puc.sd.gov/,605-773-3201,PUC@state.sd.us,http://puc.sd.gov/
Public Utilities Commission,Public Utilities Commission,Gary Hanson,Vice Chairman,,2027-01-04,,https://boardsandcommissions.sd.gov/bcuploads/SDPUC%20Gary%20Hanson%202014.jpg,"Gary Hanson currently serves as vice chairman of the South Dakota Public Utilities Commission. He was elected to the PUC in 2002 and re-elected in November 2008, November 2014 and November 2020. He served as the commission's chairman in 2005, 2008, 2011, 2013, 2014, 2019 and 2020. Gary represents South Dakota on the National Association of Regulatory Utility Commissioners' Committee on Electricity. He has been the president of the Mid-America Regulatory Conference, represented the nation's NARUC commissioners on the steering committee of the National Wind Coordinating Collaborative and is a member of the Advisory Council for New Mexico State University's Center for Public Utilities. He served on the board of the Organization of MISO States for 20 years, including stints as treasurer and on the executive committee.",http://puc.sd.gov/,605-773-3201,PUC@state.sd.us,http://puc.sd.gov/
Public Utilities Commission,Public Utilities Commission,Kristie Fiegen,Chairperson,,2025-01-06,,https://boardsandcommissions.sd.gov/bcuploads/Fiegen2022.jpg,"Kristie Fiegen was appointed to the PUC by Gov. Dennis Daugaard on Aug. 9, 2011, to fill a vacancy on the commission. Kristie was then elected to the commission in November 2012 and re-elected in November 2018. She has served as chairperson of the PUC in 2017, 2018 and 2023 and vice chairperson in 2012, 2015, 2016, 2021 and 2022. She is a member of the National Association of Regulatory Utility Commissioners’ Committee on Gas and Subcommittee on Pipeline Safety and holds leadership positions in the Southwest Power Pool regional transmission organization. Kristie provides guidance related to the interests of the public and gas consumers to the Gas Technology Institute as a member of GTI’s Public Interest Advisory Committee.",http://puc.sd.gov/,605-773-3201,PUC@state.sd.us,http://puc.sd.gov/
"Pulse Crop Council, SD",Department of Ag and Natural Resources,Benson Kleinschmidt,,"Harrold, SD",2026-06-30,,,"Farmer, rancher.",http://www.sdpulsegrowers.com,,director@sdpulsecouncil.org,https://danr.sd.gov/
"Pulse Crop Council, SD",Department of Ag and Natural Resources,Fred Foland,,"Midland, SD",2027-08-16,,,,http://www.sdpulsegrowers.com,,director@sdpulsecouncil.org,https://danr.sd.gov/
"Pulse Crop Council, SD",Department of Ag and Natural Resources,Kip Erickson,Chair,"Platte, SD",2025-06-30,,,Current producer of pulse crops in South Dakota.,http://www.sdpulsegrowers.com,,director@sdpulsecouncil.org,https://danr.sd.gov/
"Pulse Crop Council, SD",Department of Ag and Natural Resources,Tyrel Eisenbraun,,"Wall, SD",2025-06-30,,,,http://www.sdpulsegrowers.com,,director@sdpulsecouncil.org,https://danr.sd.gov/
"Railroad Board and Railroad Authority, South Dakota State",Department of Transportation,Gregory Carmon,Operation of Rail Service,Brandon,2025-10-30,Republican,https://boardsandcommissions.sd.gov/bcuploads/Carmon.jpg,"Appointed 2018. A farm kid from DeSmet, Greg Carmon started his career in the railroad business working at General Electric Railcar Repair. Achieving inspector status gave him an excellent understanding of railcar repair and when an opportunity to buy a small outdoor railcar repair shop in Sioux Falls presented itself, he took the leap and began Midwest Railcar Repair. In 1999, Greg built a state-of-the-art repair shop in Brandon. Greg also owns two railcar leasing businesses, Carmath and M&C Leasing. Greg has served on the Brandon Chamber of Commerce as well as assisted in developing the Brandon Community Foundation and served on its board. He has served on Forward Sioux Falls and on the Sioux Falls Community Foundation Board, chairing the SFACF Grant’s Committee, and he serves on the Build Dakota Board. He also serves as leadership of Brandon’s Celebration United Methodist Church. Greg is a husband, father, and grandfather who loves to spend time at his lake home fishing and hunting.",http://sddot.com/dot/commissions/railroadboard/Default.aspx,605-773-5105,Jack.Dokken@state.sd.us,http://dot.sd.gov
"Railroad Board and Railroad Authority, South Dakota State",Department of Transportation,Jack Nelson,At Large,Volga,2025-10-30,Republican,https://boardsandcommissions.sd.gov/bcuploads/Jack%20Nelson%20photo.jpg,"Re-appointed 2024. Jack Nelson grew up on a farm near Lake Preston. After high school, he started working in the local elevator. After 3 years, he was given the opportunity to be a General Manger at two coops where he'd stay for 21 years. In 2002, he made a career change to his current position and entered the ethanol industry. Jack has held positions on both the Lake Preston and Arlington City Councils as well as served on multiple church boards. During his years in Lake Preston, he was trained and certified as an emergency medical technician, which he utilized on local ambulance crews and fire departments. Jack is married and has two children and three cherished grandchildren. Hobbies are aviation, fishing, and spending time with his family.",http://sddot.com/dot/commissions/railroadboard/Default.aspx,605-773-5105,Jack.Dokken@state.sd.us,http://dot.sd.gov
"Railroad Board and Railroad Authority, South Dakota State",Department of Transportation,Jeffrey Burket,Chairman / Finance,Spearfish,2026-10-30,Republican,https://boardsandcommissions.sd.gov/bcuploads/Jeff%20Burket.jpg,"Appointed 2014. Jeff Burket is a director of operations at Minerals Technology, Inc., where he manages bentonite mining operations for the United States including safety, logistics and P&L. Jeff is a native of South Dakota and has been in the mining and logistics industries with 20+ years experience. A graduate of the University of South Dakota, Vermillion, with a degree in Accounting. He currently calls Spearfish home.",http://sddot.com/dot/commissions/railroadboard/Default.aspx,605-773-5105,Jack.Dokken@state.sd.us,http://dot.sd.gov
"Railroad Board and Railroad Authority, South Dakota State",Department of Transportation,Ralph Schmidt,User of Rail Service,Big Stone City,2025-10-30,Republican,https://boardsandcommissions.sd.gov/bcuploads/Ralph%20Schmidt%202023%20-%20New.jpg,"Appointed 2023. Ralph grew up in the Big Stone City area as a farmer until 1996. At that time, Ralph was hired with the Sisseton Milbank Railroad (SMRR) as a locomotive engineer. In 1999, Ralph accepted the position of General Manager of the SMRR and continues in that role today. In those 27 years, Ralph has seen many challenges in all aspects of short line railroading. In 2009, Ralph, along with his family, started Schmidt Spray Foam Insulation LLC. Our business currently has locations in Milbank and Britton, SD and employs nine people. Ralph serves on the Lockwood Township Board in Roberts County and is currently the president of our homeowner’s association. He is a husband, father and grandfather who loves to spend time fishing and camping with his family.",http://sddot.com/dot/commissions/railroadboard/Default.aspx,605-773-5105,Jack.Dokken@state.sd.us,http://dot.sd.gov
"Railroad Board and Railroad Authority, South Dakota State",Department of Transportation,Scott Lockwood,At Large,Rapid City,2025-10-30,Democrat,https://boardsandcommissions.sd.gov/bcuploads/Scott%20Lockwood%202023%20-%20New.jpg,"Appointed 2023. Scott Lockwood was born in Huron and has lived in Beadle, Brookings, Custer, Fall River, Pennington, Potter, Spink and Walworth counties. He started working for the Chicago & North Western Railroad as a section laborer in 1977 at Rapid City. During his tenure with C&NW he earned a bachelor's degree in Business Administration from Chadron (NE) State College. In 1992 he began working for the Burlington Northern Railroad as a welder at Douglas, Wyoming. His career with BNSF included several promotions - Assistant Roadmaster, Supervisor Maintenance Planning, Manager Maintenance Planning and Assistant Director Maintenance Schedules (Central Region) - which took him to Gillette, Wyoming and Fort Worth, Texas. He retired from BNSF in 2016 and moved back to South Dakota. He enjoys hiking, treasure hunting, genealogy, photography and reading/writing historical books.",http://sddot.com/dot/commissions/railroadboard/Default.aspx,605-773-5105,Jack.Dokken@state.sd.us,http://dot.sd.gov
